[77.46] 各位朋友大家好
[6411.26] 我们就抛出耿鬼啊
[6412.92] 是一个意思啊
[6416.6] 啊这边的话切这个切这个牛蛙
[6419.58] 然后抛抛自己啊
[6421.16] 万一他两个都保护一下
[6422.53] 小心一点啊
[6423.33] 因为他这里不可能杀得了牛蛙啊
[6425.19] 牛蛙的特防是很高的
[6426.69] 所以抛自己
[6427.63] 因为对面都很聪明啊
[6428.89] 万一他俩都保护一下
[6429.85] 你抛不走
[6430.59] 抛不走的话
[6431.27] 他俩等会就跑了
[6432.31] 所以你抛队友就可以了
[6433.89] 他没有任何可能性击杀掉我们的牛蛙
[6439.5] 他如果击杀不了我们队友的情况下
[6441.66] 我们最好就是抛队友比较好
[6448.28] 对面月亮之力没关系啊
[6450.08] 你月亮之力加上那个温炸弹也杀不了
[6452.6] 你看这牛蛙特防摆在这里啊
[6454.12] 你不可能打的死的
[6455.74] 这边亮宝石打咆哮虎的位置嗯
[6458.6] 你这个适应力也不行啊
[6460.88] 我们是特防型咆哮虎啊
[6462.82] 那抛走抛自己啊
[6465.91] 然后再反住给位
[6466.87] 把影子踩住
[6467.55] 这一轮就算过去了
[6468.94] 当然他这边是有啊
[6470.86] 对面直接点了
[6471.68] 他这边还有马里拉嘛
[6472.88] 我们这边只要在保护一下就行了
[6475.44] 然后等会咆哮再威吓麻友了啊
[6477.08] 随便打是不是啊
[6478.28] 对面直接点了
[6479.48] 对面又是晴天
[6481.6] 高分段基本上都是晴天
[6483.42] 然后都这种标准队
[6484.83] 但他这个队是有钢兵的啊
[6487.27] 不是马纽拉那种
[6488.53] 那钢兵的话
[6489.51] 我们得数数首发
[6491.93] 每次打晴天都是一种考验啊
[6494.25] 对面他什么人都有
[6496.66] 他每次上的呢也都不一样
[6498.5] 有些像地龙喷火龙
[6499.74] 有些像钢兵地龙
[6501.18] 有些上钢兵喷火龙
[6502.46] 你在这给我排列组合是吧
[6503.72] 那就是排列组合呀
[6505.24] 他不同人上的也不一样
[6510.4] 我的眼上查了啊
[6514.02] 给查一个机会
[6515.32] 就把他喷火龙定了以后
[6517.04] 他那个地龙地震哎呀
[6518.72] 有时候我真的需要查
[6520.78] 我试一下
[6521.3] 上查呀
[6521.82] 就不上流啊
[6523.49] 看对面怎么上
[6530.62] 对面钢兵和地龙又来钓我鱼吗
[6533.94] 然后钢兵下去
[6535.06] 地龙地震是吧
[6537.12] 哎这次我都不保护了
[6538.56] 我想直接给你唱了
[6543.52] 直接唱吧
[6544.5] 他不敢地震
[6545.24] 他震队友啊
[6547.23] 看我妈
[6548.07] 你在这给我钓鱼
[6548.95] 是不是哦
[6550.95] 看钓鱼啊
[6551.51] 切喷火龙
[6551.95] 然后地震啊经常都是这样啊
[6553.99] 哦切封妖镜
[6554.95] 地震啊也行啊
[6556.17] 那是不是好事啊
[6557.799] 这是好事啊
[6558.839] 你在给我钓鱼
[6560.8] 这种钓鱼的就是他这回合他切一个人啊
[6563.76] 赌你怂
[6564.46] 然后下回他顺风你就定不了他了是吧
[6566.52] 他上飞翔剑
[6567.04] 然后顺风定不了
[6567.72] 他这个个都聪明的很呐
[6569.95] 那我这次直接唱
[6571.47] 你不会震队友吧
[6572.71] 他不震队友咋了
[6575.11] 那直接唱
[6575.95] 那地龙并不是围巾的啊
[6577.23] 可以看到我们先唱
[6578.13] 有的地龙是围巾的
[6579.23] 那不是围巾的
[6579.91] 还不好啊
[6580.49] 要是维金的
[6581.19] 我还觉得可以
[6582.08] 维金他锁技能吗
[6583.16] 我去真对队友啊
[6584.08] 这个人真的针对队友
[6585.12] 这并没跟你开玩笑啊
[6586.36] 震队友
[6586.72] 我去伤害爆炸呀
[6588.88] 正队友就震队友吧
[6592.64] 明个还要上回合
[6600.92] 耿鬼是要保护的
[6605.1] 如果这里的话切这个咆哮虎
[6607.54] 然后下回合就可以抛
[6610.539] 因为鼠鼠他自己没有反走的技能啊
[6613.019] 我们并没有带九折返
[6614.49] 所以的话如果你有节奏反
[6616.17] 当然你可以反嘞
[6617.13] 那我们这些跑友威吓一下
[6618.83] 然后下回合抛就行了
[6622.72] 好跟我怂一下
[6623.88] 那灭哥就还两回合
[6624.84] 你要震就震啊
[6625.64] 威吓一下
[6626.12] 地震伤害不高啊
[6628.81] 又顺风哎呀
[6630.51] 之前都是这样啊
[6631.53] 都是喜欢开顺风啊
[6632.97] 顺风下的话
[6633.85] 等会你就麻烦继续震队友啊
[6635.13] 疯狂的震队友
[6635.81] 他根本不怂的牛根本不犹豫
[6640.81] 直接正队友伤害的话并不是很高啊
[6645.7] 那这里茶还起到作用嘞
[6647.56] 但他最后一只是外喷呐
[6649.58] 外喷还是压力比较大
[6651.06] 我没有带这个牛蛙呀
[6652.889] 现在灭哥还有两回合
[6654.829] 我们可以换人家抛
[6656.589] 或者我这得把地震给定了
[6658.369] 是不是他现在打不死这个啥
[6660.9] 最后一个再换
[6661.92] 就是把地龙地震给定了
[6663.58] 非要定的话
[6664.1] 是没有输出的
[6664.82] 不用管他
[6665.38] 最后我们再切茶
[6666.5] 然后再换人
[6669.6] 这里把地震给定了
[6672.8] 然后这里击掌拍住这个地龙
[6675.58] 下回再换啊
[6676.66] 风妖精怂一下
[6677.72] 哎
[6678.1] 那下回正好抛你啊
[6679.26] 风妖精还挺聪明
[6680.1] 怂一下哈哈哈
[6682.82] 看到没有
[6683.6] 他多聪明
[6684.4] 他说这回合让你抛不走
[6686.12] 是不是你的想法很聪明
[6688.34] 你这个人真懂啊
[6689.62] 完全懂啊
[6690.38] 你是厉害的啊
[6691.71] 他觉得你这回肯定是耿鬼换
[6693.31] 然后再抛出耿鬼来
[6694.23] 是不是啊
[6694.69] 他两个都保护了
[6695.43] 你是不是抛不走
[6696.33] 那不好意思
[6697.27] 我并没有这么想啊
[6698.74] 这个人是有备而来
[6701.14] 可以说绝对有备而来啊
[6702.36] 那我们这些茶给自己虎奶一口
[6704.14] 然后再抛走
[6704.74] 这下就真的抛的走了
[6707.27] 你还挺聪明啊
[6708.19] 俩都保护一下
[6710.11] 但是别忘了我可以定你啊
[6712.07] 有时候不要着急就抛走
[6714.53] 还是啊或者是抛自己啊
[6716.49] 刚刚说了嘛
[6717.13] 如果你队友对面是打不死我们队友的人查的话
[6720.05] 他一定打不死啊
[6720.89] 所以你抛队友是不会错的
[6722.78] 那现在的话你再说什么都晚了
[6725.48] 我们的血量还是比较健康的
[6727.16] 不过上查的话就是说这个歪喷你怎么办呢
[6731.56] 他歪碰和钢兵的话
[6732.84] 这压力还是比较大的
[6734.12] 这边继续震啊
[6735.12] 疯狂的震队友
[6735.92] 那么咆哮虎是震不死的
[6737.76] 好的
[6738.32] 我们有四个人头
[6745.88] 这边再抛出耿鬼来灭歌手的话
[6748.76] 只有耿鬼啊
[6750.52] 不过没有雨天呐
[6754.36] 上耿鬼
[6757.44] 耿鬼
[6758.08] 然后把他顺风拖过去
[6759.52] 我唱歌的话
[6760.86] 这边还是要死人呐
[6764.12] 好这两只唱死啊
[6765.32] 我们有四个人
[6766.5] 但是他后排是钢兵和Y喷啊
[6769.16] 而且顺丰还有一回合吧
[6779.26] 然后后面是歪风和钢兵啊
[6780.94] 这两位压力也比较大
[6784.05] 呃不带牛蛙的话
[6785.61] 这个主要是茶
[6788.45] 可以给队友奶一口嘛
[6789.75] 刚跑久就能活
[6792.09] 然后打长了也没伤害
[6793.73] 那顺丰还以为我们得保护拖过这个顺风啊
[6796.43] 然后唱了灭歌以后
[6797.85] 你说卖谁
[6800.86] 嗯热风加屠刀
[6803.02] 天下无敌
[6811.96] 后面的人都没血了
[6816.04] 这回合只能保护我们四支已经上完了呀
[6820.02] 他知道你是没有这个牛蛙的啊
[6822.22] 他直接就开干了
[6823.24] 可以
[6826.58] 这回合顺丰还有一回合
[6828.26] 我们只能怂一下
[6830.64] 他知道你有牛蛙的话
[6831.92] 他经常这波他不马嘎啊
[6834.32] 他等你牛蛙上来以后
[6835.4] 他在马拉拿天气啊
[6836.82] 这两只的压制力也是比较强的
[6838.8] 钢兵和呃
[6840.56] 钢笔和外喷
[6843.84] 打他得地龙可以打他地龙可以打这俩啊
[6847.79] 我俩都怂一下
[6848.59] 那下回唱歌的话
[6849.67] 但是队友会死
[6850.81] 队友会死
[6851.55] 难道我三连保吗
[6852.71] 这边气象球
[6856.36] 然后扑刀可以一边点一个啊
[6859.96] 根本不给机会
[6861.02] 对面的顺风停止了
[6867.18] 后面是这几只咋办
[6869.6] 唱完歌以后我会被双杀呃
[6873.42] 必死除非热风必死
[6882.98] 血量都不健康啊
[6885.94] 哎呀这就没办法了嘛
[6889.719] 虽然我们有四只
[6891.019] 但是这里的办法确实没有
[6892.479] 还得有牛蛙
[6893.179] 没牛蛙
[6893.679] 这里玩不了了
[6897.86] 茶的话确实可以给我们奶一口嗯
[6900.98] 但是除此之外也没有什么办法了
[6905.49] 没时间了
[6906.77] 联保吧
[6907.81] 然后灭哥如果能联保成功的话
[6910.13] 好像还行啊
[6911.839] 你你被双杀的话就没办法了
[6913.999] 好连保失败
[6916.759] 那唱歌你有三个人头
[6919.84] 你才能够保护保护保护啊
[6921.68] 那现在他这波是必然被双杀
[6923.48] 你换人也是双杀
[6924.36] 没办法是吧
[6925.869] 热风加葡萄
[6926.849] 没有任何办法
[6929.04] 桃花点的气象球
[6930.2] 你要定他他才点扑刀的嗯
[6932.56] 怎么都不行
[6933.56] 没牛蛙就是不太行啊
[6935.6] 这个最后后面他是歪喷
[6937.6] 你还得是有牛蛙
[6938.74] 那浮刀
[6941.119] 那灭哥还有三回合
[6942.839] 我们这两个人的话都得双联保才可以啊
[6946.579] 这里击掌是没有用的啊
[6948.039] 机长击掌气息有什么用
[6951.16] 击掌气息也没有用
[6957.94] 机长你拍一个
[6959.02] 另外一个也会死
[6960] 因为我们俩没血了
[6963.059] 你要说鼠鼠如果有这个看我妈啊
[6965.799] 哎那这里只能保护一下嘞
[6971.14] 俩人都是双联保
[6976.54] 钢冰点的扑刀歪喷
[6978.38] 刚点的热风
[6979.67] 你再来一次也没什么用啊
[6981.69] 只能够两个人都三连保啊
[6983.79] 唉这种情况还真是没有办法
[6987.79] 还是得选牛蛙啊
[6989.03] 不选牛蛙的话
[6990.11] 齐天下你根本打不过外喷
[6991.79] 他的火力太高了
[6993.95] 我们这边只有抛弃
[6994.95] 有是看火的
[6998.54] 如果咆九五血多一点呢
[7000.38] 我还可以再来一次
[7001.46] 让他一辈子再点扑刀啊
[7002.86] 那抛弃我还能活命
[7004.02] 但袍九刚才被地震
[7005.4] 这个震的实在是没血了
[7013.96] 明哥还有两回合
[7022.24] 只能联保啊
[7023.12] 两个人都连保
[7024.16] 能不能成功
[7025.16] 一个三连保
[7025.8] 那这也是没什么办法了
[7030.76] 只要还没有输的话
[7032.34] 最后一丝希望也得保啊
[7035.56] 输了双连保失败
[7038.57] 好友双联宝没了
[7045.44] OK没有了
[7046.52] 就是这样
[7048.65] 虽然我们有四个人
[7049.81] 但是没有牛蛙的话还是拖不过去啊
[7052.81] 他后面后排是晴天的话
[7054.45] 很难拖
[7055.39] 一开始的话已经是比较赚了啊
[7060.84] 但是第二轮灭哥的话还是比较困难
[7066.56] 还是歪喷
[7067.9] 就没点其他的吗
[7070.32] 高分段你排十把
[7071.74] 说实话八把都是外喷呃
[7073.68] 这个确实没办法
[7074.66] 那这次还是老实点吧
[7075.76] 还是上牛蛙啊
[7076.48] 上里挖呃
[7078.18] 就不上这个查了
[7080.78] 地龙要震的话
[7081.72] 他还是要正就掉点血啊
[7084.38] 要掉不是掉点血
[7085.58] 掉很多血
[7086.59] 他这边是没有钢兵的啊
[7088.11] 我们上咆哮虎是可以的
[7089.63] 只要没有钢兵的队伍
[7091.07] 我们一律都首发咆哮虎啊
[7094.39] 对面这种阵容的话
[7095.71] 其实上地龙Y喷
[7097.91] 然后风妖精和鱼比较好
[7099.81] 鱼的话后面风妖精开顺风
[7102.11] 然后来收尾嘛啊这几只都比较麻烦
[7105.01] 那个金光花老大的话
[7107.23] 这两个我倒觉得没啥嘞
[7115] 我说完他直接手把金光换和老大
[7119.62] 好吧
[7120.26] 我觉得这两个倒没啥
[7121.5] 他就首发这两个啊
[7122.78] 那这个老大是可以拍我们的那胆量
[7125.14] 他不会不违和
[7125.88] 谁是谁是马嘎呀
[7131.84] 应该是马哥外喷的
[7133] 这两个说我都不是马哥
[7135.6] 让我猜一下啊
[7136.76] 我猜
[7141.56] 先保护一下吧
[7144.52] 然后这边切鼠鼠
[7149.72] 看一下他哪个马嘎
[7151.16] 因为老大他胆量
[7152.16] 他可以先拍你啊
[7154.4] 然后下回来唱灭歌
[7157.27] 先把这俩踩住
[7159.55] 如果他这个老大击掌的话
[7161.35] 我们还可以定他
[7163.42] 因为这两个都没我们快啊
[7165.44] 这两个我觉得倒没什么威胁好
[7168.14] 先怂一下
[7168.58] 你是不是要击掌拍耿鬼
[7170.02] 他一个都没有马嘎啊
[7172.57] 击掌OK没问题
[7175.01] 那我们再来一次
[7175.73] 这个老大这边亮宝石没毛病啊
[7178.769] 没毛病
[7179.349] 想点咆哮虎嘛
[7180.409] 但是伤害连一半都没有
[7182.009] 那这个老大可就糟了
[7184.92] 但是污泥炸弹的话
[7186.12] 我就死了
[7186.76] 这里唱灭歌
[7187.56] 然后这里再来一次
[7188.72] 老大老大就一辈子去击掌吧
[7194.16] 力量宝石威力80啊
[7195.52] 这鼠鼠的话死定了
[7196.76] 但是我必须要再来一次劳打啊
[7202.78] 啊突袭没关系
[7203.98] 再来一次
[7204.46] 反正再来一次啊
[7205.6] 就是说我可以死鼠鼠的话
[7208.36] 乌炸弹就会死
[7209.95] 但是必须把他把他俩先拖死啊
[7214.72] 再来一次啊
[7215.84] 那么的话老大就一辈子那个啥了啊
[7221.02] 一辈子点突袭了这无炸弹
[7222.94] 那就死了
[7223.42] 因为无炸弹威力是90啊
[7224.78] 鼠鼠实在接不了
[7226.09] 你说我们去封锁金光花
[7227.69] 怎么样
[7228.05] 封锁金光花的话
[7228.97] 其实他老大也会神冲撞
[7230.51] 可能会把叔叔给干了啊
[7234.7] 所以这样的话我们只要一个再来一次唱灭歌
[7236.98] 这样比较好
[7237.78] 已经把他拖入灭歌了嘛
[7241.399] 然后再上这个刘啊
[7244.239] 老大就一辈子突袭
[7245.579] 不用管他
[7248.02] 我们去定这个定这个这个金光花的技能啊
[7254.63] 他无人炸弹
[7255.85] 刚才点的无人炸弹啊
[7259.22] 哎先再来一次再定他
[7262.39] 因为你定他切技能的话
[7263.83] 麻烦现在来上他锁一个技能
[7265.27] 我们再去定他
[7265.95] 这样比较好啊
[7269.04] 哎我可以让老大挣扎啊
[7271.76] 这里定老大让他挣扎
[7275.08] 金光二的话
[7275.72] 下回再定呃
[7278.07] 金文化也没什么劲打
[7281.16] 然后这边再来一次金光花
[7283.04] 因为刘华是比金光花慢的啊
[7285.16] 哦尖刺防守啊
[7289.38] 可以坚持防守
[7290.44] 老大的话没近点
[7291.42] 不用管他
[7291.94] 你吐谁都没用啊
[7292.86] 我不会打你的啊
[7294.57] 定一下
[7294.93] 这样的话老大就挣扎了
[7296.33] 我甚至可以把激光炮给宰了啊
[7302.44] 金红花尖刺防守一下
[7304.04] 是腰带金光花吗
[7307.46] 灭哥还有两回合
[7312.96] 这边甚至可以把这个金光给宰了
[7316.48] 怂一下
[7316.92] 这边气象球
[7318.7] 本来我还想去定这个金光花的啊
[7321.5] 灭哥还有两回合
[7322.26] 下回合我们换走
[7332.2] 所以保护一下
[7333.24] 保一下耿鬼的血量
[7334.56] 这边的话都保护一下吧
[7339.44] 反正下回他灭歌就结束了
[7341.58] 我就走了
[7344.79] 金花等会会打一个技能
[7346.89] 先看他打什么啊
[7355.72] 啊老大挣扎
[7359.36] 他后排的话是歪喷和一支吗
[7361.76] 温炸弹哦
[7363.66] 点的是污泥炸弹
[7366.19] 明哥还有一回合
[7371.94] 然后这边只能切咆哮虎啊
[7373.54] 没得选
[7377.48] 啊这里也没啥事做啊
[7379] 他肯定力量宝石点点这个左边的位置嘛
[7383.5] 那我们下播就是咆哮舞拍一个
[7385.78] 然后牛蛙来唱灭歌啊
[7387.3] 那是一定可以唱出来的
[7388.94] 他最后还有两只马
[7390.14] 你要是歪喷
[7390.82] 我们就拍歪喷唱灭歌
[7392.45] 你练宝是点不死啊
[7394.13] 他老大的话就继续挣扎
[7395.77] 不管他Y喷和地龙
[7399.06] 假如是我们就直接拍
[7400.48] 如果他是这个这个歪喷哦
[7404.12] 这个技能要害了呀
[7405.38] 兄弟
[7408.5] 力量宝石点咆哮五
[7409.66] 没问没问题嘛是吧
[7410.66] 没问题
[7412.44] 如果他是一尾玄鱼的话
[7415.52] 这个一尾玄鱼可能把我们扫死了呀
[7419.55] 先看他是哪两只啊
[7420.87] 首先外喷肯定有
[7422.35] 如果外喷风妖精的话
[7423.79] 拍外喷唱就完事了对吧
[7425.11] 那就风妖精没输出啊
[7427.139] 就是外分和一尾玄鱼这样的
[7428.979] 或者外风和地龙
[7429.819] 外风和地龙也没关系啊
[7430.899] 歪风和地龙没什么屁用啊
[7433.339] 好这两位唱死
[7439.9] 刚才本来想去定金光花的
[7441.74] 金花的尖刺防守一下
[7442.82] 我们也没办法了
[7444.12] 他尖刺防守一下
[7447.55] 哎嘿嘿
[7448.81] 还真是歪
[7449.67] 分分要进呢
[7450.35] 那你就没了
[7451.25] 直接拍这个呃
[7453.77] 机长拍这个喷火龙啊
[7457.65] 拍风妖精啊
[7458.21] 拍风妖精
[7462.18] 方向金他有再来一次啊
[7463.58] 我就唱不了歌了是吧
[7466.34] 然后这边唱歌
[7468.08] 拍方向精啊
[7469.14] 拍风向经
[7472.24] 风妖精的话有再来一次
[7475.08] 然后等会有顺风
[7480.72] 歪喷的话
[7481.56] 这里好
[7482.08] 他没有马嘎呀
[7483.2] 他觉得我们牛蛙要下去
[7485.04] 其实你日光束打不打得死牛蛙呢
[7486.8] 这牛蛙血量还挺健康的啊
[7488.9] 这就结束了啊
[7490] 佛山尼再来一次
[7491.06] 他不让你唱歌
[7491.78] 还是得拍风妖精
[7493.709] 你牛蛙跟老大要是不击中要害的话
[7496.129] 其实是打不死这个牛蛙的啊
[7497.989] 这只光鼠
[7498.589] 因为我牛蛙特防还是比较高的
[7500.109] 我性格也是修正了特防
[7503.77] 你唱个灭歌Y喷的话
[7507.289] 打牛蛙日光束可以打到一个黄血
[7509.269] 那就结束嘞
[7517.48] 保护
[7520.7] 好对面就直接点了啊
[7522.22] 他一看到你灭哥唱起来还有三个人头
[7524.34] 哎
[7524.5] 点点点点
[7525.3] 他也是懂的啊
[7530.68] 还是外喷还能怎样呢
[7534.16] 他这个队是有钢兵的啊
[7536.6] 外喷他带了钢兵
[7538.36] 然后风妖精啥的呃
[7540.8] 还不好搞啊
[7543.86] 又看他怎么来钓
[7546.38] 哎我也想上斗龙
[7547.46] 但他有个花地啊
[7548.98] 算了
[7549.66] 斗龙反正也没什么作用
[7550.98] 作为过大胆一点
[7553.19] 你就直接上那个咆哮虎
[7555.03] 但是就是怕他钢笔和外喷
[7556.91] 你就着了
[7558.62] 他有可能在钓你鱼
[7559.82] 那我们还是老四样
[7561.12] 这个基本上也没什么办法
[7562.6] 能不能赢呢
[7563.42] 我也说不清楚啊
[7564.68] 这个不好说
[7565.48] 我确实不能保证你能赢这种队
[7567.45] 有些队呢我们看着觉得两轮可以把他唱死
[7570.33] 但这个歪喷队啊
[7572.72] 你也不知道他怎么首发
[7574.12] 我打十个人
[7575] 他十个人首发都不一样
[7577.32] 然后有些人想法也不一样
[7578.9] 所以的话这种就你说不清楚能不能赢
[7582.57] 他不能保证能赢
[7584.07] 那他内战也是他这个外喷遇到外喷
[7586.21] 你说他怎么打
[7587.25] 他也不知道对面怎么打是吧
[7588.82] 那你赢一把
[7589.9] 我也赢一把
[7590.54] 我吃你
[7591.14] 你吃他
[7591.66] 他吃他永远谁都说不清楚
[7596.3] 你看对面上风妖精换1D
[7597.94] 你说这又是什么首发呢
[7600.38] 还封妖精换一地啊
[7601.46] 兄弟我再拍一个
[7604.09] 你不是炸了吗
[7606.13] 那这里直接唱灭歌嘞
[7611.52] 你想干啥
[7616.94] 直接鼠鼠保护一下
[7620.49] 你想干什么
[7622.07] 他当然他非常近
[7623.21] 有顺风啊
[7625.53] 他顺风的话
[7626.41] 下回我们是定不了他的
[7633.26] 我想再来一次这个风咬金呐
[7635.86] 他如果开顺风的话
[7636.82] 再来一次
[7637.14] 他卡个场啊
[7643.76] 耿鬼的话
[7644.44] 这里比较安全
[7645.16] 两个妖精系是打不动他的
[7655.02] 好华丽也码了
[7659.62] 后排的话肯定是钢兵
[7661.18] 又为玄于这些大将额
[7663.34] 比较麻烦
[7668.48] 佛山尼顺风没问题
[7669.68] 那我们再来一次啊
[7670.48] 让风向就卡场
[7672.24] 这画地的话
[7673] 你月亮之力也打不死任何人啊
[7676.239] 哦完了
[7679.539] 这个不要命的
[7680.739] 最怕遇到这种的
[7681.739] 他敢这么上
[7682.639] 肯定确实是不要命的
[7686.09] 是吧
[7686.77] 扣一半血
[7688.03] 那我这唱也唱个寂寞呀
[7690.17] 我甚至暗影球都能杀了这个花D啊
[7693.97] 哎呦这么不要命呐
[7700.4] 这个只有牛蛙和咆哮五可以接这个破灭之光
[7703.76] 圣人接不了呃
[7706.8] 上咆哮虎
[7707.62] 他封妖镜可以再来一次
[7709.16] 我们的呃
[7710.6] 耿鬼啊
[7711.38] 本来我想再来一次
[7712.36] 他风妖精让他卡场的啊
[7714.45] 他这样的话
[7715.09] 他确实啊这两只
[7717.21] 那我没有首发咆哮
[7718.51] 我耿鬼
[7718.87] 你说你首发咆哮
[7719.51] 我耿鬼拍一个灭哥
[7720.35] 这不稳得很吗对呀
[7721.95] 但是他因为有钢兵呢
[7723.19] 所以他不同人他的首发不一样
[7725.24] 他的阵容呢也不一样
[7726.6] 这个是带了破灭之光的
[7728.06] 他就直接一发上来削我人头
[7730.44] 迅速削人头啊
[7732.24] 那这就不好打了呀
[7738.84] 39%血打不打得死哦
[7746.56] 机长这样打吧
[7747.98] 他飞翔金
[7748.96] 他对面有顺风嘛
[7749.92] 我也没办法
[7750.72] 那个机长拍一下
[7754.44] 哎对面再来一次
[7755.88] 如果我拍封妖镜的话
[7757.2] 他又一炮干耿鬼了
[7763.26] 那这里也一辈子
[7764.82] 灭哥咆哮我还没听到呢
[7767.069] 所以这个歌是可以唱出来的
[7768.609] 让袍九也陷入灭歌
[7769.909] 不过他这月亮之力加一炮咆哮也会死啊
[7774.65] 灭哥还有两回合
[7782.98] 对面顺风还有两回合
[7789.6] 啊这里只能继续灭哥啊
[7792.36] 然后咆哮
[7792.88] 我这里怂一下
[7793.92] 不然一炮上来加玉良之力
[7795.48] 我又死
[7798.16] 哎呀这种不要命轰一炮的真是难受
[7803.01] 只能怂啊
[7803.81] 没得办法呀
[7804.63] 他要轰耿鬼的话
[7805.65] 可以轰好久
[7806.41] 我肯定必怂
[7808.27] 再掉人头
[7809.11] 我可就没有了呀
[7810.95] 月亮之力还打耿鬼的位置啊
[7813.79] 因为耿鬼这怂不了啊
[7814.97] 我伤害这么爆炸吗
[7819.76] 封面之光打咆哮虎可以啊
[7822.91] 他觉得破灭之光能够秒咆哮虎
[7824.89] 其实这个破灭之光啊
[7826.71] 他并不能秒咆哮虎啊
[7829.24] 灭哥还有一回合
[7830.64] 然后耿鬼走
[7831.84] 然后跑就抛呗
[7836.4] 走切牛蛙
[7839.4] 然后这边抛
[7849.4] 这种的话
[7853.04] 以后还是多上那个耿鬼咆哮舞这个组合
[7856.219] 不过这组合有些队伍
[7857.659] 你确实可能第一回就容易崩盘了
[7860.179] 他月亮之力继续打这个妖精气氛伤害好爆炸呀
[7863.48] 嘶喔精要害了
[7864.64] 明显明显金融害刘蛙
[7867.32] 你就算再厉害
[7868.16] 你也不可能打过半
[7869.35] 击中要害
[7870.03] 加妖精气氛
[7870.79] 直接把流外快打死了
[7871.95] 这破灭之光继续来啊
[7873.15] 那这个我们是可以接破灭之光的啊
[7875.27] 这个是特方形的
[7877.7] 我去哎
[7879.2] 真的可以接啊
[7879.94] 真的可以接
[7880.58] 不是说是随机数啥的
[7882.24] 这确实可以接
[7883.26] 不过这个是勉强接下
[7887.42] 因为我们性格是自大加特防的
[7889.98] 然后又加了很多特防
[7891.28] 我算过是可以接的
[7896.12] 他这种都是呃极限32特攻32
[7900.56] 速度嘛啊飞翔就被唱死了
[7902.89] 其实唱死唱了个寂寞啊
[7904.21] 对面把自己烦死了
[7905.55] 这个坏地他把自己烦死都干死
[7909.33] 我接近两个人了
[7911.23] 干死了这个鼠鼠
[7912.93] 然后呢咆哮也是给你打成几点血
[7915.85] 那这死了和没死也没啥区别了
[7920.58] 然后对面最后一只是钢兵
[7923.66] 我这钢兵特性是大将的呀
[7925.92] 那大将的话你可是不老实啊
[7928.34] 这个又因为悬疑
[7930.1] 不知道是不是围巾的啊
[7935.18] 扫墓的话
[7936.02] 这个牛蛙必死保护一下吧
[7943.38] 等会朋友威吓一下牛蛙
[7944.86] 可以唱出灭歌呃
[7947.18] 不过牛蛙最后一个倒下嗯
[7955.98] 辅导
[7961.56] 怎么办呢
[7962.38] 他扫墓的话是必死啊
[7964.12] 你只能威吓一下牛蛙来唱灭歌
[7968.04] 是他扫耿鬼的话
[7969.28] 耿鬼是没没办法唱灭歌的
[7972.01] 你就算按球打
[7973.85] 他打不死他
[7975.49] 扫墓扫死你
[7976.59] 只能牛蛙唱灭歌最安全的
[7978.55] 不过牛蛙唱完以后
[7979.87] 最后倒
[7980.39] 最后倒下的是钢兵呐
[7981.75] 这里威胁他大将啊
[7983.11] 你大将你还会不老实的钢兵呢
[7985.01] 这钢兵不老实啊
[7986.33] 但不玩不服输
[7987.13] 一般都是玩不服输的
[7988.75] 这样威吓一下他
[7989.77] 他杀不了这个牛蛙
[7995.34] 业务学员是不是围巾呢
[7996.96] 嗯不清楚
[7999.04] 他又没上地龙
[8000.26] 反正幽尾玄鱼不是围巾
[8001.64] 又地龙是围巾
[8002.44] 如果他不是围巾
[8003.12] 他又气势必带呀
[8005.12] 那封妖精不是气势变带吗
[8006.36] 这个队伍风妖精不一定是气势
[8009.329] 皮带不清楚啊
[8010.469] 这种队伍都长成这样
[8011.729] 他不同人道具配置都不同
[8013.409] 那封箱稳一稳有稳的
[8016.449] 然后这里威吓一下
[8021.169] 对面扫好
[8023.21] 可以看他就扫耿鬼的位置啊
[8024.65] 这耿鬼的话肯定是唱不了的
[8027.47] 那个牛蛙可以唱
[8028.47] 然后威吓一下他
[8029.33] 他也砍不死这个大将啊
[8030.89] 不过接下来的话我们两个人拖灭哥啊
[8034.66] 实在是拖不过去啊
[8037.04] 你大将的不老实
[8038.14] 说实话
[8038.64] 我要是首发咆哮虎和就这个炮九和耿鬼
[8042.85] 你可就炸了啊
[8045.37] 那灭哥还有三回合
[8048.889] 钢兵是最后一个倒下的
[8050.369] 所以他只要杀了耿鬼就行
[8052.809] 这边扫墓我也没办法呀
[8054.529] 哎呀
[8058.96] 是吧
[8059.44] 这没什么办法呀
[8060.28] 都残血了
[8064.28] 你
[8068.8] 定的话也定不了
[8072.78] 只能说杀了这个谁啊
[8074.26] 杀了这个牛蛙啊
[8076.26] 杀了这钢兵
[8076.88] 这杀不了啊
[8082.36] 耿鬼三连保
[8085.44] 哎呀
[8088.94] 不得行啊
[8090.82] 刚才花一地那里直接给我轰死两个
[8093.44] 太伤了
[8097.88] 哎他的这个原来不是围巾的啊
[8100.48] 那就是腰带的腰带的
[8102.76] 那早知道我就这边唱歌了
[8104.92] 他要水裂破一下
[8107.71] 哎呀威吓了
[8108.59] 这都打不死
[8112.63] 中间气象球
[8116.48] 打钢兵过半精有害了啊
